"","Municipio","Código Departamento","Departamento","Latitud","Longitud"
"50325","Mapiripan",50,"Meta",2.8911111,-72.1322222
"13440","Margarita",13,"Bolívar",9.0833333,-74.2
"15442","Maripí",15,"Boyacá",5.5833333,-74
"73443","Mariquita",73,"Tolima",5.25,-74.9166667
"17444","Marquetalia",17,"Caldas",5.3333333,-75
"17446","Marulanda",17,"Caldas",5.3333333,-75.25
"13442","María la Baja",13,"Bolívar",10,-75.3333333
"68444","Matanza",68,"Santander",7.4166667,-73.0833333
"5001","Medellín",5,"Antioquia",6.2913889,-75.5361111
"25438","Medina",25,"Cundinamarca",4.5,-73.3333333
"27450","Medio San Juan (ANDAGOYA)",27,"Chocó",5.1,-76.683
"73449","Melgar",73,"Tolima",4.25,-74.5833333
"19450","Mercaderes",19,"Cauca",1.75,-77.1666667
"50330","Mesetas",50,"Meta",3.3780556,-74.0447222
"18460","Milán",18,"Caquetá",1.3483333,-75.5116667
"95200","Miraflores",95,"Guaviare",1.3366667,-71.9511111
"19455","Miranda",19,"Cauca",3.25,-76.25
"66456","Mistrató",66,"Risaralda",5.4166667,-76
"97001","Mitú",97,"Vaupés",1.1983333,-70.1733333
"86001","Mocoa",86,"Putumayo",1.1488889,-76.6477778
"23464","Momil",23,"Córdoba",9.2372222,-75.6780556
"13468","Mompós",13,"Bolívar",9.25,-74.5833333
"5467","Montebello",5,"Antioquia",5.9166667,-75.5
"13458","Montecristo",13,"Bolívar",8.2994444,-74.4755556
"23466","Montelíbano",23,"Córdoba",7.75,-75.6666667
"63470","Montenegro",63,"Quindío",4.5,-75.8
"23001","Monteria",23,"Córdoba",8.7575,-75.89
"85162","Monterrey",85,"Casanare",4.9166667,-72.8333333
"13473","Morales",13,"Bolívar",8.4166667,-74
"19473","Morales",19,"Cauca",2.8,-76.6666667
"70473","Morroa",70,"Sucre",9.4166667,-75.3333333
"52473","Mosquera",52,"Nariño",2.35,-78.35
"23500","Moñitos",23,"Córdoba",8.25,-76.05
"5475","Murindó",5,"Antioquia",6.8,-76.8
"5480","Mutatá",5,"Antioquia",7.3333333,-76.5
"15480","Muzo",15,"Boyacá",5.5166667,-74.1166667
"5483","Nariño",5,"Antioquia",5.6,-75.1666667
"73483","Natagaima",73,"Tolima",3.5833333,-75.0833333
"5495","Nechí",5,"Antioquia",8.0963889,-74.7758333
"5490","Necoclí",5,"Antioquia",8.4238889,-76.7911111
"17486","Neira",17,"Caldas",5.1666667,-75.5
"41001","Neiva",41,"Huila",2.9305556,-75.3302778
"25488","Nilo",25,"Cundinamarca",4.3333333,-74.5833333
"17495","Norcasia",17,"Caldas",5.5666667,-74.8833333
"13490","Norosí",13,"Bolívar",8.5333333,-74.0333333
"27491","Novita",27,"Chocó",4.9166667,-76.5833333
"47460","Nueva Granada",47,"Magdalena",9.8030556,-74.3902778
"85225","Nunchía",85,"Casanare",5.6405556,-72.1986111
"27495","Nuquí",27,"Chocó",6,-77.3333333
"76497","Obando",76,"Valle del Cauca",4.5833333,-75.9166667
"54498","Ocaña",54,"Norte de Santander",8.25,-73.3
"68500","Oiba",68,"Santander",6.3,-73.25
"52490","Olaya Herrera",52,"Nariño",1.2666667,-77.4833333
"68502","Onzaga",68,"Santander",6.3333333,-72.75
"41503","Oporapa",41,"Huila",2.0833333,-76.0166667
"86320","Orito",86,"Putumayo",0.6966667,-76.8747222
"85230","Orocué",85,"Casanare",4.7941667,-71.34
"73504","Ortega",73,"Tolima",3.9166667,-75.25
"15507","Otanche",15,"Boyacá",5.75,-74.25
"70508","Ovejas",70,"Sucre",9.5,-75.1666667
"20517","Pailitas",20,"Cesar",8.9661111,-73.6316667
"25518","Paime",25,"Cundinamarca",5.4166667,-74.1666667
"15518","Pajarito",15,"Boyacá",5.4166667,-72.6666667
"41524","Palermo",41,"Huila",3,-75.5
"17524","Palestina",17,"Caldas",5.0833333,-75.6666667
"41530","Palestina",41,"Huila",1.75,-76.0666667
"8520","Palmar de Varela",8,"Atlántico",10.7466667,-74.7555556
"68524","Palmas del Socorro",68,"Santander",6.45,-73.25
"76520","Palmira",76,"Valle del Cauca",3.5394444,-76.3036111
"70523","Palmito",70,"Sucre",9.3333333,-75.55
"54520","Pamplonita",54,"Norte de Santander",7.5,-72.5833333
"25530","Paratebueno",25,"Cundinamarca",4.3730556,-73.2213889
"19532","Patía (El Bordo)",19,"Cauca",2.1155556,-76.9891667
"85250","Paz de Ariporo",85,"Casanare",5.8833333,-71.9
"20550","Pelaya",20,"Cesar",8.6916667,-73.6663889
"17541","Pensilvania",17,"Caldas",5.5,-75.0833333
"66001","Pereira",66,"Risaralda",4.8133333,-75.6961111
"19533","Piamonte",19,"Cauca",7.7833333,-75.2
"68547","Pie de Cuesta",68,"Santander",5.8383333,-74.0366667
"19548","Piendamó",19,"Cauca",2.75,-76.5
"63548","Pijao",63,"Quindío",4.3333333,-75.6666667
"47545","Pijiño",47,"Magdalena",9.3302778,-74.4497222
"8549","Piojo",8,"Atlántico",10.75,-75.1333333
"41548","Pital",41,"Huila",2.3333333,-75.8333333
"41551","Pitalito",41,"Huila",1.75,-76.1666667
"47551","Pivijay",47,"Magdalena",10.4166667,-74.3333333
"73555","Planadas",73,"Tolima",3.25,-75.75
"23555","Planeta Rica",23,"Córdoba",8.3333333,-75.5833333
"47555","Plato",47,"Magdalena",9.8333333,-74.3333333
"52540","Policarpa",52,"Nariño",1.6316667,-77.4616667
"8558","Polonuevo",8,"Atlántico",10.75,-74.7833333
"8560","Ponedera",8,"Atlántico",10.6436111,-74.7544444
"19001","Popayán",19,"Cauca",3.2775,-75.6213889
"85263","Pore",85,"Casanare",5.6708333,-71.93
"73563","Prado",73,"Tolima",3.75,-74.8333333
"20570","Pueblo Bello",20,"Cesar",10.3666667,-73.6333333
"23570","Pueblo Nuevo",23,"Córdoba",8.2333333,-74.9666667
"66572","Pueblo Rico",66,"Risaralda",5.25,-76.1666667
"5576","Pueblorrico",5,"Antioquia",5.8,-75.85
"86568","Puerto Asís",86,"Putumayo",0.5158333,-76.495
"5579","Puerto Berrío",5,"Antioquia",6.4166667,-74.5
"15572","Puerto Boyacá",15,"Boyacá",5.9780556,-74.5897222
"86569","Puerto Caicedo",86,"Putumayo",0.6838889,-76.5858333
"99001","Puerto Carreño",99,"Vichada",6.1877778,-67.4730556
"8573","Puerto Colombia",8,"Atlántico",11.0166667,-74.8833333
"50450","Puerto Concordia",50,"Meta",2.6794444,-72.7608333
"23574","Puerto Escondido",23,"Córdoba",8.95,-76.25
"50568","Puerto Gaitán",50,"Meta",4.3141667,-72.0825
"86571","Puerto Guzmán",86,"Putumayo",0.9702778,-76.5858333
"86573","Puerto Leguízamo",86,"Putumayo",-0.2,-74.7666667
"23580","Puerto Libertador",23,"Córdoba",4.6,-74.1166667
"50577","Puerto Lleras",50,"Meta",3,-72.5
"50573","Puerto López",50,"Meta",4.0833333,-72.9666667
"5585","Puerto Nare",5,"Antioquia",6.1916667,-74.5866667
"91540","Puerto Nariño",91,"Amazonas",-3.7702778,-70.3830556
"68573","Puerto Parra",68,"Santander",6.6516667,-74.0608333
"18592","Puerto Rico",18,"Caquetá",1.9141667,-75.145
"50590","Puerto Rico",50,"Meta",2.9383333,-73.2083333
"81591","Puerto Rondón",81,"Arauca",6.2780556,-71.1
"25572","Puerto Salgar",25,"Cundinamarca",5.5,-74.5833333
"54553","Puerto Santander",54,"Norte de Santander",8.3636111,-72.4075
"5591","Puerto Triunfo",5,"Antioquia",5.8708333,-74.6455556
"68575","Puerto Wilches",68,"Santander",7.5833333,-73.6666667
"25580","Pulí",25,"Cundinamarca",4.75,-74.6666667
"73585","Purificación",73,"Tolima",3.9166667,-74.9166667
"23586","Purísima",23,"Córdoba",9.3,-75.6666667
"17513","Pácora",17,"Caldas",5.5,-75.5
"15514","Páez",15,"Boyacá",5.1044444,-73.0555556
"19517","Páez (Belalcazar)",19,"Cauca",5.1044444,-73.0555556
"68533","Páramo",68,"Santander",6.5,-73.1333333
"25592","Quebradanegra",25,"Cundinamarca",5.15,-74.5
"25594","Quetame",25,"Cundinamarca",4.3333333,-73.8333333
"27001","Quibdó",27,"Chocó",5.6947222,-76.6611111
"63594","Quimbaya",63,"Quindío",4.6333333,-75.75
"66594","Quinchía",66,"Risaralda",5.3333333,-75.6666667
"15580","Quipama",15,"Boyacá",5.5222222,-74.1808333
"54599","Ragonvalia",54,"Norte de Santander",7.5833333,-72.5
"85279","Recetor",85,"Casanare",5.3333333,-72.75
"13580","Regidor",13,"Bolívar",8.6666667,-73.8333333
"5604","Remedios",5,"Antioquia",7,-74.4166667
"8606","Repelón",8,"Atlántico",10.55,-75.1333333
"50606","Restrepo",50,"Meta",4.1666667,-73.4166667
"76606","Restrepo",76,"Valle del Cauca",3.7833333,-76.5
"5607","Retiro",5,"Antioquia",6.0833333,-75.5
"52612","Ricaurte",52,"Nariño",1.1666667,-78.1666667
"68615","Rio Negro",68,"Santander",7.2191667,-73.1558333
"73616","Rioblanco",73,"Tolima",3.5,-75.8333333
"44001","Riohacha",44,"La Guajira",11.5444444,-72.9072222
"41615","Rivera",41,"Huila",2.8333333,-75.1666667
"73622","Roncesvalles",73,"Tolima",4.0833333,-75.5833333
"19622","Rosas",19,"Cauca",2.3333333,-76.75
"73624","Rovira",73,"Tolima",4.25,-75.3333333
"27580","Río Iró",27,"Chocó",5.1,-76.6666667
"27600","Río Quito",27,"Chocó",5.7,-76.6666667
"17614","Río Sucio",17,"Caldas",5.3791667,-75.6161111
"13600","Río Viejo",13,"Bolívar",8.59,-73.8436111
"20614","Río de oro",20,"Cesar",8,-73.5
"5615","Ríonegro",5,"Antioquia",6.1666667,-75.4166667
"27615","Ríosucio",27,"Chocó",7.4166667,-77.1666667
"68655","Sabana de Torres",68,"Santander",7.3980556,-73.4969444
"8634","Sabanagrande",8,"Atlántico",10.8,-74.75
"5628","Sabanalarga",5,"Antioquia",6.9166667,-75.8
"8638","Sabanalarga",8,"Atlántico",10.6333333,-74.8333333
"85300","Sabanalarga",85,"Casanare",4.8536111,-73.0430556
"47660","Sabanas de San Angel (SAN ANGEL)",47,"Magdalena",10.033,-74.217
"5631","Sabaneta",5,"Antioquia",6.15,-75.6
"23660","Sahagún",23,"Córdoba",8.8333333,-75.4166667
"41660","Saladoblanco",41,"Huila",2.0144444,-76.0502778
"47675","Salamina",47,"Magdalena",10.5,-74.7
"54660","Salazar",54,"Norte de Santander",7.8,-72.8333333
"5642","Salgar",5,"Antioquia",6,-76
"52678","Samaniego",52,"Nariño",1.4166667,-77.6666667
"17662","Samaná",17,"Caldas",5.5833333,-74.9166667
"70670","Sampués",70,"Sucre",9.1666667,-75.3
"41668","San Agustín",41,"Huila",1.9166667,-76.3333333
"20710","San Alberto",20,"Cesar",7.7525,-73.3891667
"23670","San Andrés Sotavento",23,"Córdoba",9.1666667,-75.55
"23672","San Antero",23,"Córdoba",9.35,-75.75
"73675","San Antonio",73,"Tolima",3.9166667,-75.5
"70678","San Benito Abad",70,"Sucre",8.75,-74.9166667
"23675","San Bernardo del Viento",23,"Córdoba",9.25,-76
"54670","San Calixto",54,"Norte de Santander",8.75,-73.0333333
"5649","San Carlos",5,"Antioquia",6.2,-74.9166667
"23678","San Carlos",23,"Córdoba",8.7,-75.7
"50680","San Carlos de Guaroa",50,"Meta",3.7122222,-73.2436111
"54673","San Cayetano",54,"Norte de Santander",7.8833333,-72.5833333
"13620","San Cristobal",13,"Bolívar",9.8833333,-75.25
"20750","San Diego",20,"Cesar",10.3375,-73.1825
"15660","San Eduardo",15,"Boyacá",5.2166667,-73.1333333
"13647","San Estanislao",13,"Bolívar",10.3983333,-75.1511111
"13650","San Fernando",13,"Bolívar",9.0833333,-74.3333333
"5652","San Francisco",5,"Antioquia",6.1166667,-75.9833333
"68679","San Gíl",68,"Santander",6.5833333,-73.0833333
"13654","San Jacinto",13,"Bolívar",9.8333333,-75.0833333
"13655","San Jacinto del Cauca",13,"Bolívar",9.8316667,-75.1263889
"5656","San Jerónimo",5,"Antioquia",6.45,-75.7
"17665","San José",17,"Caldas",5.0858333,-75.7883333
"23682","San José de Uré",23,"Córdoba",7.767,-75.517
"18610","San José del Fragua",18,"Caquetá",1.3611111,-75.9883333
"95001","San José del Guaviare",95,"Guaviare",2.5683333,-72.6416667
"27660","San José del Palmar",27,"Chocó",4.9166667,-76.25
"50683","San Juan de Arama",50,"Meta",3.3463889,-73.8894444
"70702","San Juan de Betulia",70,"Sucre",9.2755556,-75.2455556
"13657","San Juan de Nepomuceno",13,"Bolívar",9.9566667,-75.0866667
"25662","San Juan de Río Seco",25,"Cundinamarca",4.9166667,-74.6666667
"5659","San Juan de Urabá",5,"Antioquia",8.7630556,-76.53
"44650","San Juan del Cesar",44,"La Guajira",10.8333333,-73.0833333
"52687","San Lorenzo",52,"Nariño",1.5,-77.1666667
"73678","San Luis",73,"Tolima",4.1666667,-75.0833333
"5660","San Luís",5,"Antioquia",6,-74.8333333
"15667","San Luís de Gaceno",15,"Boyacá",4.8213889,-73.1675
"85325","San Luís de Palenque",85,"Casanare",5.2805556,-71.5819444
"70708","San Marcos",70,"Sucre",8.5833333,-75.1666667
"20770","San Martín",20,"Cesar",8.0047222,-73.5152778
"50689","San Martín",50,"Meta",3.7,-73.7
"13667","San Martín de Loba",13,"Bolívar",8.8333333,-73.9166667
"68684","San Miguel",68,"Santander",6.6666667,-72.55
"86757","San Miguel",86,"Putumayo",0.3394444,-76.8830556
"70713","San Onofre",70,"Sucre",9.8333333,-75.5
"13670","San Pablo",13,"Bolívar",10.0527778,-75.2680556
"70717","San Pedro",70,"Sucre",9.4166667,-75
"5665","San Pedro de Urabá",5,"Antioquia",8.2761111,-76.3786111
"23686","San Pelayo",23,"Córdoba",9,-75.9166667
"5667","San Rafael",5,"Antioquia",6.3,-75
"5670","San Roque",5,"Antioquia",6.4166667,-74.8333333
"47692","San Sebastián de Buenavista",47,"Magdalena",9.3333333,-74.3333333
"18753","San Vicente del Caguán",18,"Caquetá",2.1525,-74.7888889
"68689","San Vicente del Chucurí",68,"Santander",6.8836111,-73.4138889
"47703","San Zenón",47,"Magdalena",9.3333333,-74.3
"52683","Sandoná",52,"Nariño",1.25,-77.45
"47707","Santa Ana",47,"Magdalena",9.3166667,-74.5833333
"5679","Santa Bárbara",5,"Antioquia",5.8666667,-75.5833333
"47720","Santa Bárbara de Pinto",47,"Magdalena",10.6,-74.167
"13673","Santa Catalina",13,"Bolívar",10.5833333,-75.25
"5042","Santa Fé de Antioquia",5,"Antioquia",6.5597222,-75.8280556
"27250","Santa Genoveva de Docorodó",27,"Chocó",4.2586111,-77.3675
"68720","Santa Helena del Opón",68,"Santander",6.3375,-73.5919444
"73686","Santa Isabel",73,"Tolima",4.75,-75.1666667
"47001","Santa Marta",47,"Magdalena",11.2472222,-74.2016667
"15690","Santa María",15,"Boyacá",4.8616667,-73.2641667
"13683","Santa Rosa",13,"Bolívar",10.45,-75.3333333
"19701","Santa Rosa",19,"Cauca",1.5,-76.5
"66682","Santa Rosa de Cabal",66,"Risaralda",4.8680556,-75.6213889
"5686","Santa Rosa de Osos",5,"Antioquia",6.6666667,-75.4166667
"13688","Santa Rosa del Sur",13,"Bolívar",7.9644444,-74.0544444
"99624","Santa Rosalía",99,"Vichada",5.1261111,-70.8758333
"19698","Santander de Quilichao",19,"Cauca",3.0130556,-76.4866667
"54680","Santiago",54,"Norte de Santander",7.9166667,-72.6666667
"5690","Santo Domingo",5,"Antioquia",6.4722222,-75.1647222
"8685","Santo Tomás",8,"Atlántico",10.75,-74.8333333
"66687","Santuario",66,"Risaralda",5.0833333,-76
"81736","Saravena",81,"Arauca",6.9205556,-71.8533333
"54720","Sardinata",54,"Norte de Santander",8.25,-72.75
"25718","Sasaima",25,"Cundinamarca",5,-74.45
"5736","Segovia",5,"Antioquia",7.25,-74.75
"76736","Sevilla",76,"Valle del Cauca",4.2688889,-75.9361111
"25743","Silvania",25,"Cundinamarca",4.5,-74.3333333
"68745","Simacota",68,"Santander",6.4472222,-73.3413889
"13744","Simití",13,"Bolívar",7.5833333,-74.1666667
"70001","Sincelejo",70,"Sucre",9.3047222,-75.3977778
"27745","Sipí",27,"Chocó",4.5833333,-76.5
"47745","Sitionuevo",47,"Magdalena",10.9166667,-74.5833333
"68755","Socorro",68,"Santander",6.5333333,-73.2
"15755","Socotá",15,"Boyacá",6.0833333,-72.5833333
"8758","Soledad",8,"Atlántico",10.9172222,-74.7666667
"18785","Solita",18,"Caquetá",0.9,-75.623
"5756","Sonsón",5,"Antioquia",5.75,-75
"5761","Sopetrán",5,"Antioquia",6.5,-75.75
"13760","Soplaviento",13,"Bolívar",10.3333333,-75.1
"52418","Sotomayor (Los Andes)",52,"Nariño",1.5155556,-77.495
"68770","Suaita",68,"Santander",6.1666667,-73.3
"41770","Suaza",41,"Huila",1.9166667,-75.8333333
"19785","Sucre",19,"Cauca",2.0333333,-76.9166667
"70771","Sucre",70,"Sucre",9,-75
"17777","Supía",17,"Caldas",5.5,-75.6333333
"19780","Suárez",19,"Cauca",2.9588889,-76.6952778
"73770","Suárez",73,"Tolima",4.0833333,-74.7833333
"85315","Sácama",85,"Casanare",6.0833333,-72.0833333
"27787","Tadó",27,"Chocó",5.3333333,-76.4166667
"13780","Talaigua Nuevo",13,"Bolívar",9.3069444,-74.5686111
"20787","Tamalameque",20,"Cesar",8.8333333,-73.5833333
"81794","Tame",81,"Arauca",6.4641667,-71.7288889
"52788","Tangua",52,"Nariño",1.0833333,-77.3
"97666","Taraira",97,"Vaupés",0.4938889,-69.6669444
"91798","Tarapacá",91,"Amazonas",-2.867,-69.733
"5790","Tarazá",5,"Antioquia",7.5833333,-75.35
"41791","Tarqui",41,"Huila",2.1666667,-75.9166667
"85410","Tauramena",85,"Casanare",5.0186111,-72.7552778
"41799","Tello",41,"Huila",3.0833333,-75.0833333
"47798","Tenerife",47,"Magdalena",10,-74.6666667
"54800","Teorama",54,"Norte de Santander",8.75,-73.1666667
"41801","Teruel",41,"Huila",2.9166667,-75.6666667
"41797","Tesalia",41,"Huila",2.6666667,-75.75
"15804","Tibaná",15,"Boyacá",5.3333333,-73.3833333
"54810","Tibú",54,"Norte de Santander",8.6480556,-72.7394444
"23807","Tierralta",23,"Córdoba",8.1736111,-76.0591667
"41807","Timaná",41,"Huila",2,-75.9166667
"19809","Timbiquí",19,"Cauca",2.75,-77.5833333
"19807","Timbío",19,"Cauca",2.4166667,-76.75
"13810","Tiquisio (Puerto Rico)",13,"Bolívar",8.5597222,-74.2669444
"25815","Tocaima",25,"Cundinamarca",4.5,-74.6666667
"54820","Toledo",54,"Norte de Santander",7.3,-72.25
"70820","Tolú",70,"Sucre",9.5,-75.5333333
"19821","Toribío",19,"Cauca",3,-76.1666667
"19824","Totoró",19,"Cauca",2.5833333,-76.3333333
"85430","Trinidad",85,"Casanare",5.4305556,-71.6311111
"76828","Trujillo",76,"Valle del Cauca",4.25,-76.3333333
"8832","Tubará",8,"Atlántico",10.9166667,-74.95
"23815","Tuchín",23,"Córdoba",9.1833333,-75.55
"76834","Tulúa",76,"Valle del Cauca",4.0866667,-76.2
"52835","Tumaco",52,"Nariño",1.7986111,-78.8155556
"13836","Turbaco",13,"Bolívar",10.35,-75.3333333
"13838","Turbaná",13,"Bolívar",10.25,-75.4166667
"5837","Turbo",5,"Antioquia",8,-76.5833333
"85400","Támara",85,"Casanare",5.8297222,-72.1633333
"25839","Ubalá",25,"Cundinamarca",4.8333333,-73.5
"27800","Unguía",27,"Chocó",8.0430556,-77.0961111
"5842","Uramita",5,"Antioquia",6.8994444,-76.1741667
"50370","Uribe",50,"Meta",3.254,-74.358
"44847","Uribia",44,"La Guajira",11.9166667,-72
"5847","Urrao",5,"Antioquia",6.3333333,-76.4166667
"44855","Urumita",44,"La Guajira",10.5666667,-73.0166667
"8849","Usiacuri",8,"Atlántico",10.75,-74.9666667
"5854","Valdivia",5,"Antioquia",7.3333333,-75.3333333
"23855","Valencia",23,"Córdoba",8.3,-76.1666667
"68855","Valle de San José",68,"Santander",6.5,-73.0666667
"73854","Valle de San Juan",73,"Tolima",4.25,-75.1666667
"86865","Valle del Guamuez",86,"Putumayo",0.4525,-76.9191667
"20001","Valledupar",20,"Cesar",10.4769444,-73.2505556
"18860","Valparaiso",18,"Caquetá",1.1991667,-75.7097222
"5858","Vegachí",5,"Antioquia",6.7730556,-74.8016667
"73861","Venadillo",73,"Tolima",4.75,-74.9166667
"5861","Venecia",5,"Antioquia",5.9166667,-75.75
"25867","Viani",25,"Cundinamarca",4.9166667,-74.55
"5873","Vigía del Fuerte",5,"Antioquia",6.5919444,-76.8986111
"76869","Vijes",76,"Valle del Cauca",3.6986111,-76.4491667
"54874","Villa del Rosario",54,"Norte de Santander",7.8338889,-72.4741667
"86885","Villagarzón",86,"Putumayo",1.038,-76.627
"73870","Villahermosa",73,"Tolima",5,-75.1666667
"13873","Villanueva",13,"Bolívar",10.45,-75.25
"44874","Villanueva",44,"La Guajira",10.5833333,-73
"85440","Villanueva",85,"Casanare",5.2833333,-71.9666667
"50001","Villavicencio",50,"Meta",4.1533333,-73.635
"41872","Villavieja",41,"Huila",3.3333333,-75.1666667
"50711","Vista Hermosa",50,"Meta",3.0863889,-73.7513889
"25885","Yacopí",25,"Cundinamarca",5.6666667,-74.4166667
"41885","Yaguará",41,"Huila",2.6666667,-75.5833333
"5885","Yalí",5,"Antioquia",6.8333333,-74.75
"5887","Yarumal",5,"Antioquia",7,-75.5
"5890","Yolombó",5,"Antioquia",6.6666667,-75
"5893","Yondó (Casabe)",5,"Antioquia",7.0077778,-73.9141667
"85001","Yopal",85,"Casanare",5.3394444,-72.3941667
"76892","Yumbo",76,"Valle del Cauca",3.585,-76.4958333
"13894","Zambrano",13,"Bolívar",9.75,-74.8333333
"68895","Zapatoca",68,"Santander",6.8333333,-73.25
"47960","Zapayán (PUNTA DE PIEDRAS)",47,"Magdalena",10.171,-74.719
"5895","Zaragoza",5,"Antioquia",7.75,-74.75
"15897","Zetaquirá",15,"Boyacá",5.35,-73.1666667
"54003","Ábrego",54,"Norte de Santander",8,-73.2
"15842","Úmbita",15,"Boyacá",5.2333333,-73.45
"25851","Útica",25,"Cundinamarca",5.25,-74.5
