"","Código Departamento","Departamento","Municipio","1","2","3","4","5","6","7","8","9","10","11","12"
"52683",52,"NARIÑO","SANDONA",0,0,0,0,0,1,0,0,0,0,0,0
"52687",52,"NARIÑO","SAN LORENZO",0,0,0,0,1,1,1,0,0,0,0,0
"52699",52,"NARIÑO","SANTA CRUZ (GUACHAVES)",0,0,0,0,0,1,0,0,1,0,0,0
"52788",52,"NARIÑO","TANGUA",0,0,0,0,0,1,0,0,0,0,0,0
"52835",52,"NARIÑO","TUMACO",2,2,2,2,3,1,4,2,3,1,1,6
"54001",54,"NORTE SANTANDER","CUCUTA",2,1,5,1,5,5,2,3,1,3,2,5
"54003",54,"NORTE SANTANDER","ABREGO",2,0,1,1,3,3,2,4,0,1,4,1
"54051",54,"NORTE SANTANDER","ARBOLEDAS",0,0,0,1,0,0,0,0,0,1,0,0
"54099",54,"NORTE SANTANDER","BOCHALEMA",0,0,1,1,1,0,0,1,0,1,1,0
"54109",54,"NORTE SANTANDER","BUCARASICA",0,0,0,0,0,1,0,0,0,0,2,0
"54128",54,"NORTE SANTANDER","CACHIRA",0,0,0,1,0,0,1,1,0,1,0,0
"54172",54,"NORTE SANTANDER","CHINACOTA",1,0,0,1,1,0,0,0,1,1,2,0
"54206",54,"NORTE SANTANDER","CONVENCION",1,3,3,0,1,1,0,0,0,0,5,0
"54239",54,"NORTE SANTANDER","DURANIA",0,1,0,0,0,1,1,1,1,1,0,0
"54245",54,"NORTE SANTANDER","EL CARMEN",0,1,0,4,4,2,2,4,2,2,2,0
"54250",54,"NORTE SANTANDER","EL TARRA",3,5,2,1,5,3,1,1,3,2,3,2
"54261",54,"NORTE SANTANDER","EL ZULIA",1,1,3,2,2,3,4,0,0,2,4,1
"54313",54,"NORTE SANTANDER","GRAMALOTE",1,0,1,0,0,1,0,0,0,0,0,0
"54344",54,"NORTE SANTANDER","HACARI",3,1,0,0,0,0,1,0,0,2,5,2
"54385",54,"NORTE SANTANDER","LA ESPERANZA",1,0,0,0,2,0,0,0,0,0,1,0
"54398",54,"NORTE SANTANDER","LA PLAYA",0,1,0,0,0,1,0,2,0,1,2,1
"54405",54,"NORTE SANTANDER","LOS PATIOS",0,2,2,1,0,0,0,0,2,0,0,1
"54418",54,"NORTE SANTANDER","LOURDES",0,0,0,1,0,0,0,0,0,0,0,1
"54498",54,"NORTE SANTANDER","OCAÃ‘A",0,3,1,3,3,5,1,5,5,1,2,3
"54520",54,"NORTE SANTANDER","PAMPLONITA",0,1,0,0,0,0,0,0,0,1,0,0
"54553",54,"NORTE SANTANDER","PUERTO SANTANDER",0,0,0,1,0,0,0,0,0,0,1,0
"54599",54,"NORTE SANTANDER","RAGONVALIA",0,0,0,0,1,0,0,0,0,0,0,0
"54660",54,"NORTE SANTANDER","SALAZAR",0,1,0,0,1,3,1,0,0,2,1,0
"54670",54,"NORTE SANTANDER","SAN CALIXTO",0,0,0,0,1,3,0,1,1,0,0,1
"54673",54,"NORTE SANTANDER","SAN CAYETANO",0,0,0,1,1,0,0,0,0,0,1,0
"54680",54,"NORTE SANTANDER","SANTIAGO",0,0,0,0,0,0,0,1,0,0,0,0
"54720",54,"NORTE SANTANDER","SARDINATA",2,0,2,0,2,0,0,3,2,0,1,3
"54800",54,"NORTE SANTANDER","TEORAMA",1,3,6,3,4,2,3,3,3,1,10,2
"54810",54,"NORTE SANTANDER","TIBU",1,1,1,4,6,9,8,9,2,7,14,6
"54820",54,"NORTE SANTANDER","TOLEDO",1,0,3,1,0,0,0,0,1,1,4,0
"54874",54,"NORTE SANTANDER","VILLA DEL ROSARIO",0,0,1,2,2,0,1,0,1,0,0,0
"63001",63,"QUINDIO","ARMENIA",0,0,0,0,0,1,0,0,0,1,0,1
"63130",63,"QUINDIO","CALARCA",0,1,1,0,0,1,0,0,0,0,0,0
"63190",63,"QUINDIO","CIRCASIA",0,1,1,0,0,0,0,0,0,0,1,0
"63212",63,"QUINDIO","CORDOBA",0,0,0,0,0,0,1,0,0,0,0,0
"63401",63,"QUINDIO","LA TEBAIDA",0,0,0,0,0,1,0,1,0,0,0,0
"63470",63,"QUINDIO","MONTENEGRO",0,0,0,0,0,0,0,1,0,1,0,0
"63548",63,"QUINDIO","PIJAO",2,0,0,0,1,1,0,0,0,0,0,1
"63594",63,"QUINDIO","QUIMBAYA",0,0,0,1,0,0,0,0,0,1,0,0
"66001",66,"RISARALDA","PEREIRA",1,0,3,1,1,0,0,3,0,0,3,0
"66045",66,"RISARALDA","APIA",1,1,0,1,1,0,1,0,0,0,0,0
"66075",66,"RISARALDA","BALBOA",0,0,1,0,0,0,0,0,0,0,0,0
"66088",66,"RISARALDA","BELEN DE UMBRIA",0,0,0,0,0,0,0,0,0,0,1,0
"66170",66,"RISARALDA","DOSQUEBRADAS",0,0,0,0,0,0,2,0,0,0,0,0
"66318",66,"RISARALDA","GUATICA",0,0,0,0,1,1,1,0,0,0,0,0
"66383",66,"RISARALDA","LA CELIA",1,0,0,0,0,0,0,0,0,0,0,0
"66400",66,"RISARALDA","LA VIRGINIA",0,0,0,0,0,0,1,0,0,0,0,0
"66456",66,"RISARALDA","MISTRATO",1,1,1,0,2,0,1,1,1,0,2,0
"66572",66,"RISARALDA","PUEBLO RICO",3,3,0,1,0,4,0,1,2,2,1,0
"66594",66,"RISARALDA","QUINCHIA",0,0,0,0,1,0,0,0,0,0,0,0
"66682",66,"RISARALDA","SANTA ROSA DE CABAL",0,1,1,0,0,0,0,0,0,0,0,0
"66687",66,"RISARALDA","SANTUARIO",0,0,0,1,0,3,0,0,0,0,0,0
"68001",68,"SANTANDER","BUCARAMANGA",0,0,0,0,1,1,2,2,0,0,0,0
"68077",68,"SANTANDER","BARBOSA",0,0,0,0,0,0,0,0,0,1,0,0
"68081",68,"SANTANDER","BARRANCABERMEJA",2,5,5,3,4,5,5,2,1,2,4,4
"68092",68,"SANTANDER","BETULIA",0,1,0,0,0,0,1,0,0,0,1,0
"68101",68,"SANTANDER","BOLIVAR",0,0,1,0,0,0,0,0,0,0,0,0
"68190",68,"SANTANDER","CIMITARRA",5,1,4,1,2,2,5,0,2,1,1,2
"68209",68,"SANTANDER","CONFINES",0,0,0,0,0,0,0,0,0,1,0,0
"68217",68,"SANTANDER","COROMORO",1,0,0,0,0,0,0,0,0,0,0,0
"68229",68,"SANTANDER","CURITI",0,0,0,0,1,0,0,0,0,0,0,0
"68235",68,"SANTANDER","EL CARMEN DE CHUCURI",1,1,1,0,0,2,2,2,0,0,1,0
"68245",68,"SANTANDER","EL GUACAMAYO",0,0,1,0,0,0,0,0,0,0,0,0
"68255",68,"SANTANDER","EL PLAYON",0,1,0,1,1,4,0,2,0,0,2,1
"68266",68,"SANTANDER","ENCISO",0,0,0,0,0,0,1,0,0,0,1,0
"68271",68,"SANTANDER","FLORIAN",1,0,0,0,0,0,0,0,0,0,0,0
"68276",68,"SANTANDER","FLORIDABLANCA",0,0,1,0,0,1,0,0,1,0,0,0
"68296",68,"SANTANDER","GALAN",1,0,0,0,0,1,0,0,0,0,0,0
"68320",68,"SANTANDER","GUADALUPE",2,0,0,0,0,0,0,0,0,0,0,0
"68322",68,"SANTANDER","GUAPOTA",0,0,0,0,0,0,0,0,0,0,1,0
"68344",68,"SANTANDER","HATO",0,0,0,0,0,0,1,0,0,0,0,0
"68377",68,"SANTANDER","LA BELLEZA",0,0,1,0,0,0,0,0,0,1,0,0
"68385",68,"SANTANDER","LANDAZURI",0,0,3,0,1,1,1,1,1,0,0,0
"68397",68,"SANTANDER","LA PAZ",1,0,0,0,0,0,1,0,0,0,1,0
"68406",68,"SANTANDER","LEBRIJA",3,1,0,2,3,3,1,0,1,6,1,2
"68418",68,"SANTANDER","LOS SANTOS",0,0,1,0,1,0,0,0,0,0,0,0
"68444",68,"SANTANDER","MATANZA",0,0,0,0,0,0,0,0,0,1,0,0
"68500",68,"SANTANDER","OIBA",0,0,0,0,1,0,0,0,0,0,0,0
"68502",68,"SANTANDER","ONZAGA",0,0,0,0,1,0,0,0,0,0,0,0
"68524",68,"SANTANDER","PALMAS SOCORRO",0,0,0,0,1,0,0,0,0,0,0,0
"68533",68,"SANTANDER","PARAMO",1,0,0,0,0,0,0,0,0,0,0,0
"68547",68,"SANTANDER","PIEDECUESTA",0,1,1,2,2,0,0,0,1,0,0,0
"68573",68,"SANTANDER","PUERTO PARRA",0,1,0,0,0,0,0,0,0,1,0,0
"68575",68,"SANTANDER","PUERTO WILCHES",1,1,0,1,2,2,0,0,0,1,1,1
"68615",68,"SANTANDER","RIONEGRO",0,1,0,0,1,0,1,0,1,2,1,0
"68655",68,"SANTANDER","SABANA DE TORRES",1,2,2,1,2,3,2,3,1,1,0,3
"68679",68,"SANTANDER","SAN GIL",0,0,1,0,0,1,0,0,0,0,0,0
"68684",68,"SANTANDER","SAN JOSE DE MIRANDA",0,0,0,0,0,0,0,0,0,0,0,1
"68689",68,"SANTANDER","SAN VICENTE DE CHUCURI",1,0,1,1,0,1,0,3,1,2,0,0
"68720",68,"SANTANDER","SANTA HELENA DEL OPON",0,0,0,0,0,1,0,0,1,0,0,0
"68745",68,"SANTANDER","SIMACOTA",0,0,0,0,0,0,2,0,0,0,0,0
"68755",68,"SANTANDER","SOCORRO",0,2,0,0,0,0,0,0,0,0,0,0
"68770",68,"SANTANDER","SUAITA",0,1,0,0,1,0,0,0,0,0,0,0
"68855",68,"SANTANDER","VALLE DE SAN JOSE",0,0,0,0,0,0,0,0,0,0,1,1
"68895",68,"SANTANDER","ZAPATOCA",0,0,0,1,0,0,0,0,0,0,0,0
"70001",70,"SUCRE","SINCELEJO",2,4,4,1,5,5,1,1,2,2,4,4
"70110",70,"SUCRE","BUENAVISTA",0,0,0,0,0,1,0,0,1,0,0,0
"70124",70,"SUCRE","CAIMITO",0,0,0,0,0,1,0,0,0,0,0,1
"70204",70,"SUCRE","COLOSO (RICAURTE)",1,0,0,0,0,1,1,0,0,0,1,0
"70215",70,"SUCRE","COROZAL",1,0,0,0,0,0,0,0,2,0,0,0
"70221",70,"SUCRE","COVEÃ‘AS",2,0,0,1,0,2,1,0,1,0,0,0
"70230",70,"SUCRE","CHALAN",0,1,0,1,0,0,0,0,0,0,0,0
"70233",70,"SUCRE","EL ROBLE",0,0,0,1,0,0,0,0,0,2,0,1
"70235",70,"SUCRE","GALERAS (NUEVA GRANADA)",2,0,0,1,0,0,0,0,0,0,0,0
"70265",70,"SUCRE","GUARANDA",0,2,0,0,1,0,0,1,0,1,0,0
"70418",70,"SUCRE","LOS PALMITOS",0,1,0,0,0,0,2,0,0,0,2,0
"70429",70,"SUCRE","MAJAGUAL",0,0,0,2,3,1,1,1,0,0,0,0
"70473",70,"SUCRE","MORROA",0,0,2,1,3,1,0,0,1,0,0,1
"70508",70,"SUCRE","OVEJAS",2,1,1,2,4,4,1,0,0,0,2,2
"70523",70,"SUCRE","PALMITO",0,0,0,0,0,0,0,1,0,0,0,0
"70670",70,"SUCRE","SAMPUES",0,1,0,1,1,0,0,1,1,0,0,0
"70678",70,"SUCRE","SAN BENITO ABAD",0,0,2,0,1,0,0,0,0,0,0,0
"70702",70,"SUCRE","SAN JUAN DE BETULIA",1,0,0,0,0,0,0,0,1,0,1,0
"70708",70,"SUCRE","SAN MARCOS",2,0,1,2,0,1,0,2,1,1,0,2
"70713",70,"SUCRE","SAN ONOFRE",0,1,0,1,1,1,1,3,5,0,1,2
"70717",70,"SUCRE","SAN PEDRO",1,0,0,0,0,1,0,1,0,0,1,0
"70771",70,"SUCRE","SUCRE",0,0,1,0,0,0,0,1,0,1,0,0
"70820",70,"SUCRE","TOLU",2,1,0,0,0,0,1,2,1,0,1,0
"73001",73,"TOLIMA","IBAGUE",1,0,0,0,1,0,0,0,0,1,2,1
"73024",73,"TOLIMA","ALPUJARRA",0,0,0,0,1,0,0,0,0,0,0,0
"73026",73,"TOLIMA","ALVARADO",0,1,2,0,0,1,0,0,0,0,0,0
"73030",73,"TOLIMA","AMBALEMA",0,0,0,0,0,0,0,1,0,0,0,0
"73043",73,"TOLIMA","ANZOATEGUI",0,1,0,0,2,0,0,1,0,1,0,0
"73055",73,"TOLIMA","ARMERO (GUAYABAL)",0,1,0,0,1,1,0,0,0,0,0,0
"73067",73,"TOLIMA","ATACO",0,0,1,0,0,1,0,1,1,1,0,1
"73124",73,"TOLIMA","CAJAMARCA",1,0,0,0,0,0,0,0,0,0,0,0
"73148",73,"TOLIMA","CARMEN DE APICALA",0,0,2,0,1,0,0,0,0,1,0,0
"73152",73,"TOLIMA","CASABIANCA",0,1,0,0,0,0,0,1,0,0,0,1
"73168",73,"TOLIMA","CHAPARRAL",0,1,1,1,2,1,1,0,0,1,0,3
"73200",73,"TOLIMA","COELLO",0,0,0,0,0,0,0,0,1,0,0,0
"73217",73,"TOLIMA","COYAIMA",0,1,0,1,1,0,0,0,0,0,1,0
"73226",73,"TOLIMA","CUNDAY",1,0,0,0,0,0,0,1,0,1,0,0
"73236",73,"TOLIMA","DOLORES",0,0,0,0,2,0,1,0,0,0,1,0
"73268",73,"TOLIMA","ESPINAL",0,0,0,0,0,0,0,0,0,1,0,0
"73270",73,"TOLIMA","FALAN",0,1,1,0,0,1,0,0,0,0,0,0
"73275",73,"TOLIMA","FLANDES",0,0,0,0,0,0,0,1,0,0,0,0
"73283",73,"TOLIMA","FRESNO",0,0,1,2,1,1,0,0,0,1,1,1
"73319",73,"TOLIMA","GUAMO",0,1,0,0,0,1,0,0,0,0,0,1
"73347",73,"TOLIMA","HERVEO",0,0,0,1,1,0,0,0,0,0,0,0
"73349",73,"TOLIMA","HONDA",3,0,0,0,1,0,0,0,0,0,0,1
"73352",73,"TOLIMA","ICONONZO",0,0,0,1,1,0,0,0,0,0,0,0
"73408",73,"TOLIMA","LERIDA",0,0,0,0,1,0,1,0,0,0,1,0
"73411",73,"TOLIMA","LIBANO",0,0,0,1,1,1,1,0,3,0,0,0
"73443",73,"TOLIMA","MARIQUITA",0,0,2,1,0,1,0,2,0,0,0,0
"73449",73,"TOLIMA","MELGAR",0,1,0,1,0,2,0,1,0,0,1,0
"73483",73,"TOLIMA","NATAGAIMA",0,0,0,0,0,0,0,0,0,0,0,1
"73504",73,"TOLIMA","ORTEGA",2,0,2,0,2,0,1,0,0,0,1,2
"73555",73,"TOLIMA","PLANADAS",0,0,0,0,1,1,0,0,0,0,0,0
"73563",73,"TOLIMA","PRADO",0,0,0,1,0,2,0,0,1,0,0,0
"73585",73,"TOLIMA","PURIFICACION",1,0,1,0,0,0,1,0,0,0,0,0
"73616",73,"TOLIMA","RIOBLANCO",0,1,1,0,1,0,1,0,0,0,0,0
"73622",73,"TOLIMA","RONCESVALLES",0,0,0,0,0,0,0,1,0,0,0,0
"73624",73,"TOLIMA","ROVIRA",0,0,0,0,1,0,1,0,0,0,0,1
"73675",73,"TOLIMA","SAN ANTONIO",0,0,0,0,0,0,0,1,0,0,0,0
"73678",73,"TOLIMA","SAN LUIS",0,1,0,0,1,1,0,0,0,0,1,0
"73686",73,"TOLIMA","SANTA ISABEL",0,0,0,0,0,1,0,0,0,0,0,0
"73770",73,"TOLIMA","SUAREZ",0,0,0,0,0,0,0,0,0,0,1,0
"73854",73,"TOLIMA","VALLE DE SAN JUAN",0,0,1,1,0,0,0,0,0,0,0,0
"73861",73,"TOLIMA","VENADILLO",0,1,0,1,1,0,2,0,0,1,0,0
"73870",73,"TOLIMA","VILLAHERMOSA",0,1,1,0,0,0,1,0,0,0,0,0
"76001",76,"VALLE","CALI",1,0,2,0,1,1,0,1,0,0,1,1
"76036",76,"VALLE","ANDALUCIA",0,0,0,0,0,0,0,0,1,0,0,0
"76041",76,"VALLE","ANSERMANUEVO",0,0,1,0,0,0,1,0,0,0,0,0
"76054",76,"VALLE","ARGELIA",0,0,0,0,0,0,0,1,0,0,0,0
"76100",76,"VALLE","BOLIVAR",0,0,0,0,0,1,0,1,0,1,0,0
"76109",76,"VALLE","BUENAVENTURA",2,2,1,4,2,3,1,5,1,3,5,1
"76111",76,"VALLE","BUGA",0,0,0,0,0,0,1,0,0,0,0,0
"76113",76,"VALLE","BUGALAGRANDE",0,0,0,0,0,0,0,0,0,0,0,1
"76126",76,"VALLE","DARIEN",0,0,0,0,0,1,0,0,0,0,0,0
"76233",76,"VALLE","DAGUA",1,0,1,1,0,1,0,1,0,0,1,0
"76243",76,"VALLE","EL AGUILA",0,0,0,0,0,0,1,0,0,0,0,0
"76246",76,"VALLE","EL CAIRO",0,0,0,0,0,0,0,0,0,1,1,0
"76248",76,"VALLE","EL CERRITO",0,0,0,0,1,0,0,0,0,0,0,0
"76275",76,"VALLE","FLORIDA",0,0,0,2,0,1,0,0,0,0,0,0
"76306",76,"VALLE","GINEBRA",0,0,0,2,0,0,0,0,0,0,0,1
"76318",76,"VALLE","GUACARI",0,0,0,0,0,1,0,0,0,0,0,0
"76364",76,"VALLE","JAMUNDI",0,0,2,0,1,0,0,0,1,0,1,1
"76497",76,"VALLE","OBANDO",0,0,0,0,0,0,0,0,0,1,0,0
"76520",76,"VALLE","PALMIRA",0,0,1,0,1,1,2,0,0,0,1,0
"76606",76,"VALLE","RESTREPO",1,1,1,0,0,0,0,0,0,0,0,0
"76736",76,"VALLE","SEVILLA",0,0,0,0,0,0,0,0,0,0,0,1
"76828",76,"VALLE","TRUJILLO",0,1,0,1,0,0,1,1,0,0,0,0
"76834",76,"VALLE","TULUA",0,0,0,0,0,0,1,0,0,0,0,0
"76869",76,"VALLE","VIJES",0,0,1,0,0,0,0,0,0,0,0,0
"76892",76,"VALLE","YUMBO",1,0,1,0,0,0,0,0,0,0,0,0
"81001",81,"ARAUCA","ARAUCA",0,3,2,3,1,2,4,4,3,0,3,3
"81065",81,"ARAUCA","ARAUQUITA",3,0,2,1,4,3,3,2,1,1,4,4
"81220",81,"ARAUCA","CRAVO NORTE",1,0,1,1,0,0,0,0,0,0,0,1
"81300",81,"ARAUCA","FORTUL",0,1,1,0,1,0,1,1,0,1,0,0
"81591",81,"ARAUCA","PUERTO RONDON",1,1,1,0,0,2,0,1,0,1,0,1
"81736",81,"ARAUCA","SARAVENA",1,1,0,2,6,1,0,2,0,0,4,3
"81794",81,"ARAUCA","TAME",0,1,4,2,1,5,2,2,1,6,7,3
"85001",85,"CASANARE","YOPAL",1,0,0,1,2,3,0,1,3,2,4,3
"85010",85,"CASANARE","AGUAZUL",0,1,1,0,0,0,0,2,0,1,0,1
"85015",85,"CASANARE","CHAMEZA",0,1,0,0,0,0,0,0,0,0,1,0
"85125",85,"CASANARE","HATO COROZAL",0,0,1,1,1,2,0,0,1,0,1,0
"85139",85,"CASANARE","MANI",0,2,0,0,1,0,0,1,2,0,0,0
"85162",85,"CASANARE","MONTERREY",0,0,1,1,0,0,0,1,1,0,0,0
"85225",85,"CASANARE","NUNCHIA",1,1,1,1,1,3,0,1,0,0,3,3
"85230",85,"CASANARE","OROCUE",1,0,0,0,1,1,0,0,2,0,0,1
"85250",85,"CASANARE","PAZ DE ARIPORO",1,1,3,3,2,0,1,2,2,1,0,2
"85263",85,"CASANARE","PORE",0,0,0,0,0,0,3,0,2,1,1,2
"85279",85,"CASANARE","RECETOR",1,0,1,0,1,0,0,0,0,0,0,0
"85300",85,"CASANARE","SABANALARGA",0,0,0,0,0,0,0,0,0,1,0,0
"85315",85,"CASANARE","SACAMA",2,1,0,0,0,0,0,0,0,1,1,0
"85325",85,"CASANARE","SAN LUIS DE PALENQUE",0,0,0,1,0,0,0,1,0,0,0,4
"85400",85,"CASANARE","TAMARA",0,0,0,0,1,3,0,3,1,3,4,2
"85410",85,"CASANARE","TAURAMENA",1,1,1,2,1,1,0,1,1,2,0,0
"85430",85,"CASANARE","TRINIDAD",0,0,1,1,0,2,0,0,1,1,0,2
"85440",85,"CASANARE","VILLANUEVA",0,0,2,1,1,0,0,1,1,1,0,0
"86001",86,"PUTUMAYO","MOCOA",0,3,1,2,2,4,0,0,0,1,0,0
"86320",86,"PUTUMAYO","ORITO",0,1,6,0,3,0,0,2,1,1,4,0
"86568",86,"PUTUMAYO","PUERTO ASIS",4,4,2,1,4,4,2,5,1,1,3,2
"86569",86,"PUTUMAYO","PUERTO CAICEDO",1,2,1,2,5,4,0,0,0,3,1,2
"86571",86,"PUTUMAYO","PUERTO GUZMAN",1,2,1,0,2,2,2,0,0,0,2,0
"86573",86,"PUTUMAYO","PUERTO LEGUIZAMO",1,0,3,0,0,0,0,3,1,0,1,1
"86757",86,"PUTUMAYO","SAN MIGUEL (LA DORADA)",2,0,1,1,1,1,0,0,2,2,0,0
"86865",86,"PUTUMAYO","VALLE DEL GUAMUEZ",0,0,0,1,1,0,1,0,3,0,1,1
"86885",86,"PUTUMAYO","VILLAGARZON",0,3,2,5,0,1,1,3,3,1,0,0
"91001",91,"AMAZONAS","LETICIA",0,3,0,1,2,4,0,3,3,4,1,3
"91540",91,"AMAZONAS","PUERTO NARIÑO",1,1,3,0,2,1,1,0,0,1,3,1
"91798",91,"AMAZONAS","TARAPACA (CD)",0,0,0,0,0,0,0,1,1,0,0,1
"94001",94,"GUAINIA","PUERTO INIRIDA",1,0,1,0,0,0,0,1,1,0,1,0
"95001",95,"GUAVIARE","SAN JOSE DEL GUAVIARE",3,1,2,4,0,1,2,4,0,2,4,1
"95015",95,"GUAVIARE","CALAMAR",0,1,1,2,2,5,0,1,0,0,0,1
"95025",95,"GUAVIARE","EL RETORNO",2,0,0,4,1,2,1,2,1,0,1,2
"95200",95,"GUAVIARE","MIRAFLORES",0,3,2,4,4,5,4,1,1,1,1,1
"97001",97,"VAUPES","MITU",6,3,2,2,3,3,2,1,0,0,0,0
"97161",97,"VAUPES","CARURU",1,0,2,0,1,0,0,3,1,1,0,2
"97666",97,"VAUPES","TARAIRA",2,0,0,0,1,0,0,1,0,0,0,0
"99001",99,"VICHADA","PUERTO CARREÑO",0,1,1,2,0,1,1,1,0,1,2,0
"99524",99,"VICHADA","LA PRIMAVERA",0,0,1,1,0,1,0,2,0,0,1,0
"99624",99,"VICHADA","SANTA ROSALIA",1,0,0,3,0,0,0,0,0,1,0,0
"99773",99,"VICHADA","CUMARIBO",0,2,2,3,3,7,1,1,1,2,3,2
